# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "gene,sRNA" "-g" "locus_tag" "-a" "startpeaks_cds.gff" "-o" "../rna_align/startpeaks_ctable.txt" "../rna_align/01_no_PNA.bam" "../rna_align/02_PNA15_5000pM.bam" "../rna_align/03_PNA15_500pM.bam" "../rna_align/04_PNA15_100pM.bam" "../rna_align/05_PNA15_10pM.bam" "../rna_align/06_PNA14_5000pM.bam" "../rna_align/07_no_PNA.bam" "../rna_align/08_PNA15_5000pM.bam" "../rna_align/09_PNA15_500pM.bam" "../rna_align/10_PNA15_100pM.bam" "../rna_align/11_PNA15_10pM.bam" "../rna_align/12_PNA14_5000pM.bam" "../rna_align/13_no_PNA.bam" "../rna_align/14_PNA15_5000pM.bam" "../rna_align/15_PNA15_500pM.bam" "../rna_align/16_PNA15_100pM.bam" "../rna_align/17_PNA15_10pM.bam" "../rna_align/18_PNA14_5000pM.bam" "../rna_align/73_RNA_input_control.bam" "../rna_align/79_no_PNA.bam" "../rna_align/85_no_PNA.bam" 
Geneid	Chr	Start	End	Strand	Length	../rna_align/01_no_PNA.bam	../rna_align/02_PNA15_5000pM.bam	../rna_align/03_PNA15_500pM.bam	../rna_align/04_PNA15_100pM.bam	../rna_align/05_PNA15_10pM.bam	../rna_align/06_PNA14_5000pM.bam	../rna_align/07_no_PNA.bam	../rna_align/08_PNA15_5000pM.bam	../rna_align/09_PNA15_500pM.bam	../rna_align/10_PNA15_100pM.bam	../rna_align/11_PNA15_10pM.bam	../rna_align/12_PNA14_5000pM.bam	../rna_align/13_no_PNA.bam	../rna_align/14_PNA15_5000pM.bam	../rna_align/15_PNA15_500pM.bam	../rna_align/16_PNA15_100pM.bam	../rna_align/17_PNA15_10pM.bam	../rna_align/18_PNA14_5000pM.bam	../rna_align/73_RNA_input_control.bam	../rna_align/79_no_PNA.bam	../rna_align/85_no_PNA.bam
b1471	b1471_yddK_1545714_-1;b1471_yddK_1544764_-1	37;37	80;80	-;-	88	105	162	100	122	112	127	150	81	119	65	79	146	128	143	169	140	152	180	10806	119	76
b1472	b1472_yddL_1546028_-1	37	80	-	44	360	524	366	567	358	527	530	256	500	293	318	385	334	330	537	357	445	358	961	409	359
b1473	b1473_yddG_1547169_-1	37	80	-	44	1666	2849	1976	2515	2354	2329	2645	1306	2188	1152	1611	2362	1667	1974	2442	1944	2551	1793	2435	2217	1719
b1474	b1474_fdnG_1547401_1	37	80	+	44	576	958	636	817	767	808	767	390	710	456	524	707	557	690	838	610	823	665	275	619	525
b1475	b1475_fdnH_1550461_1	37	80	+	44	465	404	432	316	383	315	351	256	283	213	275	291	373	400	451	509	431	427	8779	266	298
b1476	b1476_fdnI_1551338_1	37	80	+	44	288	285	242	186	224	165	255	142	193	115	159	203	295	305	323	379	303	263	581	117	112
b1477	b1477_yddM_1552682_-1	37	80	-	44	1018	1188	1321	1097	1216	1073	1146	872	1384	878	792	1170	1207	1128	1196	1194	1139	1203	2937	842	640
b1478	b1478_adhP_1553838_-1	37	80	-	44	1371	2202	1711	2194	1851	2013	1868	1180	2008	1765	1368	2077	1595	1652	1933	1691	1982	1493	1499	1550	1418
b1479	b1479_maeA_1555669_-1	37	80	-	44	4773	6052	6395	5762	6659	5927	5302	4071	5419	4067	4193	6668	6286	5917	6231	7020	5784	6525	352	3957	3299
b1480	b1480_sra_1555963_-1	37	80	-	44	23113	29055	28811	25120	29227	26461	23072	14895	23694	16838	17378	26431	23585	23042	24447	25604	23690	23904	8236	17578	16982
b1481	b1481_bdm_1556280_-1	37	80	-	44	3717	4361	3881	3705	3758	3830	3541	2129	3773	2959	2461	2889	3102	2972	3451	3456	3571	2846	4426	2093	2021
b1482	b1482_osmC_1556625_1	37	80	+	44	472	637	584	544	616	529	658	392	599	425	413	476	456	455	475	527	455	472	842	489	412
b1483	b1483_ddpF_1558038_-1	37	80	-	44	264	326	285	286	304	281	312	191	270	163	180	339	274	330	366	355	385	268	1226	280	186
b1484	b1484_ddpD_1559017_-1	37	80	-	44	2847	3717	3104	3320	2800	2772	3321	1799	3167	2025	2288	2787	3219	3523	4090	3473	4013	3167	1454	2171	1806
b1485	b1485_ddpC_1559910_-1	37	80	-	44	1645	1204	1352	992	1136	828	1201	755	857	682	865	1110	1070	1263	1366	1480	1448	1167	2371	899	756
b1486	b1486_ddpB_1560929_-1	37	80	-	44	971	1111	1033	963	1153	1028	1065	697	866	570	732	1132	1011	1324	1233	1231	1140	1240	5169	788	654
b1487	b1487_ddpA_1562481_-1	37	80	-	44	1546	2936	1869	3133	2262	2847	2655	1233	2317	1121	1690	2577	2221	2941	3528	2123	3199	2175	2382	2527	2315
b1488	b1488_ddpX_1563076_-1	37	80	-	44	520	789	607	855	611	718	768	307	708	471	461	586	539	574	738	452	675	463	6386	481	403
b1489	b1489_dosP_1565733_-1	37	80	-	44	806	1054	998	873	863	857	1077	612	724	577	623	702	854	960	1064	819	920	868	1155	780	605
b1490	b1490_dosC_1567140_-1	37	80	-	44	9793	13790	11648	12331	13608	13089	11539	8477	12978	10620	8932	13954	10418	12060	12484	12228	11671	11672	6306	9191	7871
b1491	b1491_yddW_1568823_-1	37	80	-	44	83	116	86	103	95	87	106	72	71	66	81	105	74	103	104	79	105	82	608	60	50
b1492	b1492_gadC_1570489_-1	37	80	-	44	4651	6962	5401	6527	5936	6459	6438	3461	6172	3490	4205	6307	5047	6506	7568	5992	6838	5818	12481	4570	4436
b1493	b1493_gadB_1572045_-1	37	80	-	44	12614	14688	14188	12228	14756	12957	10926	7194	10450	6766	8283	12017	15600	15455	17983	19343	16566	17148	12003	6939	7099
b1494	b1494_pqqL_1575202_-1	37	80	-	44	1396	2238	1685	2282	1988	2184	2034	993	1805	1065	1275	1765	1875	1936	2643	2000	2178	1755	16868	1589	1376
b1495	b1495_yddB_1577619_-1	37	80	-	44	8227	10111	9958	8761	10111	10070	8810	7054	9073	6959	6912	9623	10798	11501	10971	11206	10166	11138	3185	6518	5385
b1496	b1496_yddA_1579342_-1	37	80	-	44	20	34	12	30	27	19	25	8	21	11	14	20	14	21	29	12	23	12	1841	19	32
b1497	b1497_ydeM_1580790_-1	37	80	-	44	23	30	18	16	20	25	28	17	29	18	16	34	24	22	24	16	21	18	167	27	25
b1498	b1498_ydeN_1582524_-1	37	80	-	44	1047	2285	1079	2260	1408	1826	1870	585	1543	818	1168	1342	1016	1515	2107	1034	1943	1183	3425	1304	1456
b1499	b1499_ydeO_1583687_-1	37	80	-	44	527	900	500	737	663	684	672	256	761	402	425	550	520	607	901	636	775	621	9815	350	403
b1500	b1500_safA_1583959_-1	37	80	-	44	9	11	7	11	15	8	16	13	10	8	17	18	11	13	19	13	14	4	1784	18	13
b1501	b1501_ydeP_1586486_-1	37	80	-	44	716	1341	821	1438	890	1420	1284	535	1377	1027	887	1072	893	924	1371	857	1180	835	543	1107	973
b1502	b1502_ydeQ_1587734_-1	37	80	-	44	107	206	119	198	122	189	164	84	180	123	100	158	102	177	183	151	173	134	2519	129	133
b1503	b1503_ydeR_1588296_-1	37	80	-	44	166	177	160	171	129	120	149	78	150	97	98	136	94	156	174	148	140	126	2735	95	70
b1504	b1504_ydeS_1588839_-1	37	80	-	44	126	248	163	212	154	233	235	110	265	125	142	148	130	158	215	135	187	142	1035	161	140
b1505	b1505_ydeT_1590079_-1	37	80	-	44	3	3	2	4	4	0	2	2	1	5	3	4	2	2	2	0	9	6	2422	4	2
b1506	b1506_yneL_1590536_-1;b1506_yneL_1590426_-1	37;37	80;80	-;-	88	233	265	305	231	270	264	280	210	296	233	177	251	271	249	252	262	260	259	2738	221	194
b1507	b1507_hipA_1592176_-1	37	80	-	44	138	179	146	175	202	143	204	128	169	94	112	172	171	191	220	184	188	164	356	143	102
b1508	b1508_hipB_1592442_-1	37	80	-	44	2887	4122	3284	3819	3312	3555	4073	2153	3375	1661	2362	3248	2752	3570	4024	3377	3775	3033	7592	3315	2884
b4696	b4696_yneO_1597987_-1;b4696_yneO_1594125_-1	37;37	80;80	-;-	88	99	96	112	93	99	83	96	75	57	68	64	101	107	124	118	129	98	102	1236	75	62
b1511	b1511_lsrK_1600209_-1	37	80	-	44	337	440	265	429	341	319	494	166	418	177	249	289	258	346	482	351	416	282	3819	306	250
b1512	b1512_lsrR_1601241_-1	37	80	-	44	1841	3173	1694	2575	2065	2137	2564	1063	2363	1636	1719	2027	1279	1992	2068	1570	2298	1316	3570	1543	1526
b1513	b1513_lsrA_1601490_1	37	80	+	44	769	1288	976	1014	1015	996	1077	521	904	538	616	880	965	1181	1310	1014	1249	1065	3919	778	631
b1514	b1514_lsrC_1603019_1	37	80	+	44	472	429	347	348	291	322	368	182	242	165	212	270	327	316	402	364	432	312	398	290	314
b1515	b1515_lsrD_1604047_1	37	80	+	44	642	915	767	768	734	682	661	406	804	452	546	681	609	769	878	732	803	738	625	502	472
b1516	b1516_lsrB_1605051_1	37	80	+	44	1442	2206	1455	2097	1794	2094	2069	840	1852	839	1178	1528	1361	1660	2147	1638	2008	1357	4546	1310	1083
b1517	b1517_lsrF_1606100_1	37	80	+	44	1448	2071	1832	1769	1785	1714	1584	1100	1610	1004	1134	1718	1722	2020	1934	2062	1863	1839	3443	1182	1079
b1518	b1518_lsrG_1606999_1	37	80	+	44	18794	19008	21539	16660	20144	16566	15635	13112	17216	13129	12666	18252	22233	20345	19569	22878	18301	21009	9141	10561	9658
b1519	b1519_tam_1607346_1	37	80	+	44	2622	3240	3844	2926	3355	3388	2700	2490	2802	1708	2079	3326	4099	3753	3424	4194	3339	3790	1763	2213	2068
b1520	b1520_yneE_1609022_-1	37	80	-	44	125	185	130	144	141	146	171	55	124	81	107	144	103	157	186	134	153	131	14716	121	125
b1521	b1521_uxaB_1610680_-1	37	80	-	44	1358	2645	1553	2428	1841	2066	2436	970	2087	1164	1397	1825	1588	2316	2821	1645	2794	1748	1929	1712	1441
b1522	b1522_yneF_1611854_-1	37	80	-	44	32	35	25	17	21	17	33	23	28	18	19	26	30	25	31	30	19	24	1089	16	11
b1523	b1523_yneG_1612325_-1	37	80	-	44	371	452	473	461	454	490	525	276	563	396	318	488	414	449	494	422	484	448	5799	356	324
b1524	b1524_glsB_1613251_-1	37	80	-	44	201	397	306	372	325	353	280	186	257	204	207	308	223	264	286	224	297	234	757	240	293
b1525	b1525_sad_1614703_-1	37	80	-	44	5890	7122	7378	6972	7562	7206	6416	4471	7323	5512	4733	7301	7813	7988	8245	8597	8140	7332	1414	4719	3954
b1526	b1526_yneJ_1614804_1	37	80	+	44	1072	1349	1243	1188	1276	1140	1299	780	1021	722	803	1342	1119	1292	1351	1298	1197	1177	3500	1070	966
b1527	b1527_yneK_1615763_1	37	80	+	44	166	289	250	267	257	211	237	127	193	148	173	258	185	282	244	234	274	248	1339	169	183
b1528	b1528_ydeA_1617028_1	37	80	+	44	10	14	12	14	4	13	12	5	14	5	6	5	13	9	11	9	13	5	999	4	3
b1529	b1529_marC_1618908_-1	37	80	-	44	193	290	186	241	239	248	345	140	250	155	177	234	165	252	290	244	283	197	2033	198	133
b1530	b1530_marR_1619120_1	37	80	+	44	1689	2866	2001	2574	2176	2889	2327	1198	2173	989	1232	2062	1771	2260	3151	2128	2431	2370	1437	1973	1793
b1531	b1531_marA_1619574_1	37	80	+	44	2165	3361	2837	3341	3165	3321	2802	1921	3139	2109	2044	3324	2782	3166	3375	3163	3254	2730	552	2687	2056
b1532	b1532_marB_1619989_1	37	80	+	44	45	64	52	72	66	67	60	24	49	33	39	63	54	60	66	60	61	91	2101	51	55
b1533	b1533_eamA_1621137_-1	37	80	-	44	2038	2444	2888	2145	2525	2038	2248	1816	2124	1360	1794	2351	2733	2591	2694	3223	2539	2892	1666	1857	1608
b1534	b1534_ydeE_1621332_1	37	80	+	44	620	786	808	644	713	723	795	587	910	739	535	755	827	917	888	820	847	881	5264	556	442
b4599	b4599_yneM_1622646_1	37	80	+	44	14951	31728	18603	31346	21631	27259	25124	11451	24152	13745	16331	21493	20471	26439	31116	21602	30910	19468	8764	19445	18042
b1535	b1535_dgcZ_1623850_-1	37	80	-	44	2906	3588	3557	3392	3582	3271	2910	2263	3286	2113	2224	3518	3070	3025	3466	3873	3198	3486	446	2384	2257
b1536	b1536_ydeI_1624497_-1	37	80	-	44	2213	3255	2572	2888	2808	2796	2551	1610	2530	1372	1704	2715	2834	2754	3220	3251	3050	2954	3060	1560	1732
b1537	b1537_ydeJ_1624773_1	37	80	+	44	2330	4068	2645	3586	2758	3495	3301	1634	3566	2035	1993	2993	2912	3111	4083	2814	3702	2298	1593	2214	2017
b1538	b1538_dcp_1627380_-1	37	80	-	44	4020	6358	5058	6277	5614	6554	5246	3226	5644	3531	3864	5975	5577	6007	7220	5383	6589	5794	3366	4626	3947
b1539	b1539_ydfG_1627517_1	37	80	+	44	2067	2422	2187	2005	2341	1924	2178	1455	2184	1458	1560	2143	1957	2135	2176	2178	2176	1887	875	1768	1578
b1540	b1540_rspR_1628352_1	37	80	+	44	99	130	132	146	109	126	152	63	111	66	80	131	114	91	105	88	84	93	777	93	81
b1541	b1541_ydfZ_1629215_1	37	80	+	44	717	1188	923	1088	903	1023	1012	522	909	553	624	681	787	950	1173	838	1103	733	1567	622	504
b1542	b1542_ydfI_1630913_-1	37	80	-	44	2240	5054	2339	5066	2866	4228	4504	1560	3756	1397	2172	2820	2556	3685	5590	2900	5336	2955	6240	3133	3339
b4600	b4600_ydfJ_1652838_-1;b4600_ydfJ_1632285_-1	37;37	80;80	-;-	88	606	1165	650	1108	751	1042	1036	446	926	434	590	736	549	777	1152	668	924	664	9279	762	628
b1544	b1544_ydfK_1633072_1	37	80	+	44	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	25	0	0
b1545	b1545_pinQ_1633622_1	37	80	+	44	23	50	30	50	29	29	50	20	45	22	26	36	27	49	49	34	39	29	10071	24	14
b1546	b1546_tfaQ_1634885_-1	37	80	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
b1547	b1547_stfQ_1635847_-1	37	80	-	44	11	27	29	25	16	28	21	16	16	9	11	19	13	30	31	19	25	32	647	19	16
b1548	b1548_nohQ_1636367_-1	37	80	-	44	25	24	22	26	20	15	22	22	22	19	10	27	12	27	32	23	20	28	527	20	18
b4533	b4533_ynfO_1636756_1	37	80	+	44	28	36	19	29	17	28	45	23	22	11	25	29	33	28	40	27	43	34	6503	27	27
b1549	b1549_ydfO_1637047_1	37	80	+	44	2141	3825	2953	3759	3298	3599	3166	2023	3875	2361	2342	3639	3186	3537	4132	3198	3617	3184	1101	2563	2284
b1550	b1550_gnsB_1637782_-1	37	80	-	44	2606	3862	3151	3527	3481	3495	3022	1956	3461	2599	2310	3198	3088	2959	3678	2958	3331	2608	1408	2330	1704
b1551	b1551_ynfN_1638109_-1	37	80	-	44	65	113	75	93	104	91	107	38	90	56	64	77	61	77	105	72	91	58	3313	77	57
b1552	b1552_cspI_1638667_-1	37	80	-	44	1297	2156	1443	2195	1851	2187	2188	1011	2499	1461	1268	1470	1249	1447	2196	1542	1812	1378	35181	1600	1276
b1553	b1553_rzpQ_1639527_-1	37	80	-	44	1451	2699	1885	2568	2123	2611	2766	1374	2768	1165	1682	2471	2378	2896	3583	2421	3039	2352	3976	2758	2382
b4689	b4689_rzoQ_1639334_-1	37	80	-	44	384	655	528	663	608	585	631	320	687	457	406	588	504	566	726	587	597	474	3780	611	460
b1554	b1554_rrrQ_1640057_-1	37	80	-	44	32	66	27	63	53	47	67	25	59	34	32	40	30	77	77	35	56	47	8975	40	25
b1555	b1555_ydfR_1640365_-1	37	80	-	44	253	284	296	241	230	286	213	210	245	162	177	251	300	302	267	289	283	270	261	154	153
b1556	b1556_essQ_1640585_-1	37	80	-	44	2464	3138	2868	2597	2920	2786	2932	2096	3192	1859	1906	2676	2830	3340	3392	3201	3236	3275	1818	2637	2062
b1557	b1557_cspB_1641554_-1	37	80	-	44	4461	8599	5731	8153	6046	7534	7287	3878	7495	4122	4542	5382	6058	6341	8950	6581	8173	6168	10929	5337	5335
b1558	b1558_cspF_1641855_1	37	80	+	44	62	77	72	86	62	79	63	47	68	66	37	61	80	72	91	78	93	89	728	25	31
b1559	b1559_quuQ_1643241_-1	37	80	-	44	1617	2398	1953	2358	2026	2293	2125	1309	2348	1570	1643	2471	2454	2709	3014	2370	2734	2652	1988	2338	2057
b1560	b1560_ydfU_1644304_-1	37	80	-	44	920	766	964	522	759	559	614	504	511	374	436	649	827	1034	938	1130	866	903	378	508	360
b1561	b1561_rem_1644902_-1	37	80	-	44	202	333	183	319	218	238	307	120	223	146	167	235	164	226	341	191	272	189	112	216	233
b1562	b1562_hokD_1645274_-1	37	80	-	44	8517	15501	17323	14599	16332	13601	16718	14506	13492	9314	10259	12654	15687	14231	15791	17110	14746	14313	3462	16505	10376
b1563	b1563_relE_1645633_-1	37	80	-	44	399	466	470	373	472	388	369	271	351	298	265	411	378	402	428	447	399	383	4068	315	277
b1564	b1564_relB_1645872_-1	37	80	-	44	6184	8945	8828	8001	8049	8129	7300	5292	7693	4607	5210	8218	9465	9030	9460	9759	8732	8747	924	5755	5350
b1565	b1565_ydfV_1645897_1	37	80	+	44	4	6	4	9	11	4	16	5	4	0	2	11	8	10	6	6	6	10	236	4	6
b1566	b1566_flxA_1646405_1	37	80	+	44	785	1015	833	925	924	936	896	523	761	460	535	731	830	849	969	916	979	792	658	492	475
b1567	b1567_intK_1647356_-1	37	80	-	44	1170	1471	1397	1105	1329	916	1062	804	859	610	779	1103	1161	1476	1428	1648	1303	1297	826	781	664
b1568	b1568_ydfX_1647636_-1	37	80	-	44	44	50	36	60	50	44	69	41	38	33	28	44	56	36	45	44	49	50	621	39	43
b1569	b1569_dicC_1647850_-1	37	80	-	44	666	1362	552	1515	801	1348	1382	370	1085	501	521	696	577	763	1420	670	1078	704	4335	1131	824
b1570	b1570_dicA_1647934_1	37	80	+	44	513	1247	597	1155	730	925	1254	424	1043	407	622	793	563	888	1309	763	1194	752	6015	808	750
b1571	b1571_ydfA_1648508_1	37	80	+	44	227	316	288	272	273	278	238	188	264	198	230	343	241	307	336	304	289	318	6611	211	180
b1572	b1572_ydfB_1648665_1	37	80	+	44	686	1087	814	969	907	1022	829	511	821	574	605	1090	1002	1136	1154	1038	1059	906	832	741	785
b1573	b1573_ydfC_1648823_1	37	80	+	44	693	1199	1049	1044	975	1042	1125	868	1391	915	667	1039	1139	1033	1228	1089	1139	881	1499	1031	698
b1575	b1575_dicB_1649609_1	37	80	+	44	4261	6591	4735	6127	5032	5664	5886	2915	5927	2860	3731	4851	4573	5143	6538	5005	5784	4696	6967	4067	4141
b1576	b1576_ydfD_1649794_1	37	80	+	44	430	705	379	657	500	652	758	263	647	282	380	514	482	660	936	457	775	627	4259	718	587
b1577	b1577_ydfE_1650078_1	37	80	+	44	1514	3792	1693	4136	2344	3682	3087	1181	2546	1454	1797	3044	2176	3036	4256	1938	3581	2476	2796	2993	2581
b1578	b1578_insD1_1650845_1	37	80	+	44	87	96	72	78	75	72	87	59	68	66	70	97	73	81	67	87	97	102	5575	71	49
b1579	b1579_intQ_1651551_1	37	80	+	44	255	460	352	500	422	404	393	252	332	200	295	436	383	483	602	434	635	449	3252	311	286
b1580	b1580_rspB_1653915_-1	37	80	-	44	7519	8777	10270	7553	9992	8512	7449	6720	9600	8408	6424	10163	9552	7656	8264	10264	7448	8958	2049	5690	5707
b1581	b1581_rspA_1655141_-1	37	80	-	44	1713	2552	2371	2458	2592	2536	2187	1681	2688	2488	1928	3050	1947	1925	2049	2068	1750	1992	2466	1784	1638
b1582	b1582_ynfA_1655673_-1	37	80	-	44	3635	6265	3880	5434	4454	5441	5131	2251	4734	3963	3314	4343	2967	3173	4149	2986	4267	2684	5924	3015	3107
b1583	b1583_ynfB_1655808_1	37	80	+	44	199	349	216	383	221	273	404	123	298	134	212	283	195	326	453	247	365	217	2553	274	245
b1584	b1584_speG_1656184_1	37	80	+	44	1163	2197	1327	1944	1516	1612	1706	714	1458	804	1172	1401	1002	1540	1997	1203	1880	1120	12664	1284	1075
b1585	b1585_ynfC_1657457_-1	37	80	-	44	118	154	112	137	117	124	164	81	123	73	109	148	103	165	153	168	151	141	10837	106	120
b1586	b1586_ynfD_1657565_1	37	80	+	44	5022	6395	5830	5785	5125	5942	5758	3733	6884	5416	3984	4976	5531	5639	6006	5121	5977	4919	36024	4074	3436
b1587	b1587_ynfE_1658069_1	37	80	+	44	7165	8334	8235	7387	8064	7782	6886	4794	7574	5564	5479	7375	7126	6622	7023	7860	6443	6468	1077	4218	4639
b1588	b1588_ynfF_1660556_1	37	80	+	44	256	375	296	303	326	377	341	178	336	246	229	358	253	307	380	278	331	281	606	329	257
b1589	b1589_ynfG_1662990_1	37	80	+	44	3559	3540	4213	2767	3749	2864	2532	1946	2949	2467	2143	2879	3024	2850	2847	3721	2921	2852	2880	1437	1430
b1590	b1590_ynfH_1663609_1	37	80	+	44	15572	16904	20039	13739	18599	14595	14798	12127	13198	9533	11889	17036	19611	18330	17730	20699	16721	21333	3383	10332	9309
b1591	b1591_dmsD_1664506_1	37	80	+	44	1291	2197	1237	2403	1496	2011	2060	702	1692	711	1068	1452	1337	1888	2581	1517	2281	1443	267	1593	1430
b1592	b1592_clcB_1665315_1	37	80	+	44	184	216	233	197	156	191	193	126	173	127	134	222	211	235	218	237	295	219	1540	172	162
b1593	b1593_ynfK_1667219_-1	37	80	-	44	992	1154	1224	1066	1132	1041	1063	770	972	567	740	1248	1287	1260	1249	1418	1231	1279	869	933	1001
b1594	b1594_mlc_1668564_-1	37	80	-	44	637	665	734	502	686	531	533	424	491	399	414	638	550	550	576	736	590	616	2157	390	449
b1595	b1595_ynfL_1669592_-1	37	80	-	44	127	224	108	223	168	170	237	67	197	111	116	142	104	157	238	123	191	97	3116	139	116
b1596	b1596_ynfM_1669699_1	37	80	+	44	978	1919	1113	1704	1434	1471	1731	629	1459	920	1026	1180	866	1177	1565	1015	1629	988	2105	1089	1082
b1597	b1597_asr_1671376_1	37	80	+	44	3317	5817	3667	5477	4073	5269	4795	2155	4713	2637	2908	3577	3214	3641	5431	3690	4786	3631	1632	3354	3723
b4601	b4601_ydgU_1671777_1	37	80	+	44	143	155	158	174	166	109	167	102	133	95	100	162	158	200	203	215	191	196	2656	104	99
b1598	b1598_ydgD_1671960_1	37	80	+	44	1061	1511	1289	1326	1319	1335	1332	805	1540	1131	953	1445	1223	1338	1323	1254	1245	1217	16802	966	855
b1599	b1599_mdtI_1673149_-1	37	80	-	44	4896	4502	5237	3782	4420	3926	4002	3203	4431	3297	3013	4329	5696	5780	5552	6417	5506	4757	12114	4021	2957
b1600	b1600_mdtJ_1673501_-1	37	80	-	44	12781	16297	17028	14890	17904	16570	13009	10147	15296	13643	11373	16657	15859	16557	16613	18507	14928	16066	7315	10838	10221
b1601	b1601_tqsA_1673913_1	37	80	+	44	985	1399	1302	1337	1285	1286	1253	677	984	601	717	1315	1247	1468	1646	1487	1557	1437	7787	1134	1035
b1602	b1602_pntB_1676360_-1	37	80	-	44	5011	6461	6033	4963	6166	4863	5156	3650	4498	2425	3955	5836	6386	7802	7214	8237	7066	7108	5388	3509	3168
b1603	b1603_pntA_1677903_-1	37	80	-	44	1457	2426	1878	2248	2128	2307	1947	1227	2169	1553	1440	1981	1640	1856	2025	1741	1869	1543	977	1542	1510
b1604	b1604_ydgH_1678427_1	37	80	+	44	456	587	505	458	486	544	593	311	513	266	382	369	464	510	642	492	587	540	610	369	318
b1605	b1605_ydgI_1679557_1	37	80	+	44	6770	8479	8862	7439	9603	8248	7377	6820	8233	8305	6732	13359	8675	9445	8444	10406	7106	9665	1818	5868	5875
b1606	b1606_folM_1680976_1	37	80	+	44	162	178	184	178	174	175	147	106	159	139	116	151	213	152	217	222	196	191	1445	111	103
b1607	b1607_ydgC_1682030_-1	37	80	-	44	4625	5476	5401	4942	5546	5299	4837	3766	4817	3344	3466	5878	5075	5357	5510	5526	4934	5624	5700	4004	4028
b1608	b1608_rstA_1682159_1	37	80	+	44	642	853	609	775	753	682	800	380	623	398	448	831	542	673	753	663	689	596	3009	647	516
b1609	b1609_rstB_1682882_1	37	80	+	44	112	187	153	211	191	203	178	95	168	125	114	207	152	209	204	175	189	184	1533	162	153
b1610	b1610_tus_1684259_1	37	80	+	44	1074	1516	1271	1410	1357	1394	1389	952	1399	1085	1002	1414	1016	1075	1155	1122	1134	960	15542	992	816
b1611	b1611_fumC_1686588_-1	37	80	-	44	834	929	1007	855	918	867	999	689	858	399	667	878	988	1071	1093	1064	1098	1173	2699	860	801
b1612	b1612_fumA_1688377_-1	37	80	-	44	1968	3669	2378	3607	2691	3231	3440	1519	3754	1946	2019	2343	2145	2535	3239	2114	2891	2158	3423	2685	2075
b1613	b1613_manA_1688576_1	37	80	+	44	740	1429	811	1270	1070	1239	1093	457	1091	932	764	1009	725	824	1092	737	997	681	1249	776	757
b1614	b1614_ydgA_1689852_1	37	80	+	44	995	1096	1185	989	1141	945	944	754	977	753	737	1092	1084	1085	1080	1305	1090	1104	992	586	513
b1615	b1615_uidC_1692851_-1	37	80	-	44	698	1138	1043	1194	1148	1274	1010	720	1161	810	804	1273	1355	1315	1530	1426	1225	1475	570	863	732
b1616	b1616_uidB_1694263_-1	37	80	-	44	810	1255	1005	1154	845	1013	947	615	1027	518	582	1030	1262	1389	1565	1177	1441	1091	940	963	581
b1617	b1617_uidA_1696071_-1	37	80	-	44	1669	3433	1690	3133	2212	2731	2591	818	2175	1399	1532	2004	1558	1985	2679	1636	2508	1639	848	1578	1571
b1618	b1618_uidR_1697052_-1	37	80	-	44	393	729	464	671	521	586	646	328	505	317	401	523	446	577	636	439	617	442	4893	523	386
b1619	b1619_hdhA_1698040_-1	37	80	-	44	2391	3707	2246	3706	2574	3302	3400	1430	2651	1112	1842	2604	2808	4048	5309	3313	4501	3192	3675	2385	2318
b1620	b1620_malI_1699180_-1	37	80	-	44	489	797	560	833	656	729	751	386	714	469	505	710	495	591	679	553	732	522	966	638	599
b1621	b1621_malX_1699355_1	37	80	+	44	478	768	498	658	504	481	795	381	654	385	469	488	435	690	772	608	696	521	1859	665	639
b1622	b1622_malY_1700957_1	37	80	+	44	774	1156	797	1010	901	888	1047	494	910	557	689	832	807	980	1012	863	984	833	5781	764	670
b1623	b1623_add_1702233_1	37	80	+	44	205	319	263	278	269	238	289	159	212	159	197	306	255	373	363	342	370	290	2269	261	203
b1624	b1624_ydgJ_1704308_-1	37	80	-	44	1671	2258	2254	2210	2329	2062	2077	1407	2195	1627	1536	2133	1833	2162	2244	2287	2165	1832	1236	1762	1495
b4409	b4409_blr_1704551_1	37	80	+	44	4489	8021	5004	7102	5595	6877	6578	2987	6617	3098	4207	5385	4769	5630	6827	4703	6825	4776	5458	4657	4825
b1625	b1625_cnu_1704949_1	37	80	+	44	382	420	314	405	411	392	410	220	337	287	274	366	263	308	357	313	326	303	1684	281	213
b1626	b1626_ydgK_1705250_1	37	80	+	44	56	92	41	78	58	72	51	44	62	37	53	73	59	79	79	95	81	73	550	49	51
b1627	b1627_rsxA_1705767_1	37	80	+	44	154	223	164	191	173	217	234	88	154	99	131	192	167	185	288	195	205	202	6161	156	108
b1628	b1628_rsxB_1706348_1	37	80	+	44	1884	2161	2438	1862	2419	2181	1995	1648	2151	1409	1482	2438	2205	2410	2253	2453	2035	2415	4148	1607	1584
b1629	b1629_rsxC_1706919_1	37	80	+	44	10	22	7	7	10	11	10	6	9	6	5	13	8	13	10	13	12	7	675	11	6
b1630	b1630_rsxD_1709142_1	37	80	+	44	3132	5050	3795	4429	3908	4410	4378	2444	3705	1698	2619	4181	3693	4116	4976	4069	4575	3811	1511	3400	3353
