name,TIS_type,min_DG,gene
seq_b1646,annotated,-6.856025,seq_b1646
seq_b1647,annotated,-6.43178,seq_b1647
seq_b1648,annotated,-7.930315,seq_b1648
seq_b1648_.3,alternative,-4.21907,b1648
seq_b1649,annotated,-2.914135,seq_b1649
seq_b1649_34,alternative,0,b1649
seq_b1650,annotated,-3.60793,seq_b1650
seq_b1651,annotated,-5.50463,seq_b1651
seq_b1652,annotated,-0.359835,seq_b1652
seq_b1653,annotated,-6.7566,seq_b1653
seq_b1654,annotated,-6.43178,seq_b1654
seq_b1655,annotated,-5.943625,seq_b1655
seq_b1656,annotated,-3.60793,seq_b1656
seq_b1657,annotated,-9.615215,seq_b1657
seq_b1657_2,alternative,-0.247160000000001,b1657
seq_b1657_3,alternative,-0.247160000000001,b1657
seq_b1658,annotated,-5.24147,seq_b1658
seq_b1658_31,alternative,-2.70311,b1658
seq_b1659,annotated,-0.784380000000001,seq_b1659
seq_b1659_49,alternative,0,b1659
seq_b1660,annotated,-0.359835,seq_b1660
seq_b1661,annotated,-5.24147,seq_b1661
seq_b1662,annotated,-4.59019,seq_b1662
seq_b1663,annotated,-0.784380000000001,seq_b1663
seq_b1663_8,alternative,0,b1663
seq_b1663_9,alternative,0,b1663
seq_b1664,annotated,-4.707225,seq_b1664
seq_b1667,annotated,-3.60793,seq_b1667
seq_b1667_11,alternative,-3.22379,b1667
seq_b1668,annotated,-0.784380000000001,seq_b1668
seq_b1669,annotated,0,seq_b1669
seq_b1669_124,alternative,-0.655360000000002,b1669
seq_b1669_150,alternative,-6.43178,b1669
seq_b1670,annotated,-3.60823,seq_b1670
seq_b1671,annotated,-4.730455,seq_b1671
seq_b1671_128,alternative,-3.60823,b1671
seq_b1672,annotated,0,seq_b1672
seq_b1672_24,alternative,-4.707225,b1672
seq_b1673,annotated,-3.60823,seq_b1673
seq_b1674,annotated,-5.50463,seq_b1674
seq_b1675,annotated,-0.784380000000001,seq_b1675
seq_b1676,annotated,0,seq_b1676
seq_b1676_70,alternative,0,b1676
seq_b1677,annotated,-4.68222,seq_b1677
seq_b1678,annotated,-6.856025,seq_b1678
seq_b1679,annotated,-6.856025,seq_b1679
seq_b1680,annotated,-6.856025,seq_b1680
seq_b1681,annotated,-10.928975,seq_b1681
seq_b1682,annotated,-4.707225,seq_b1682
seq_b1683,annotated,-4.467295,seq_b1683
seq_b1684,annotated,-3.60793,seq_b1684
seq_b1685,annotated,-5.50463,seq_b1685
seq_b1685_122,alternative,0,b1685
seq_b1686,annotated,-5.24147,seq_b1686
seq_b1687,annotated,-3.60823,seq_b1687
seq_b1687_119,alternative,0,b1687
seq_b1688,annotated,-1.9320600000000001,seq_b1688
seq_b1688_86,alternative,-1.9320600000000001,b1688
seq_b1689,annotated,0,seq_b1689
seq_b1690,annotated,0,seq_b1690
seq_b1691,annotated,-3.60793,seq_b1691
seq_b1692,annotated,-4.59019,seq_b1692
seq_b1693,annotated,-1.85867,seq_b1693
seq_b1694,annotated,-4.707225,seq_b1694
seq_b1694_22,alternative,-4.707225,b1694
seq_b1694_52,alternative,-1.06957,b1694
seq_b1695,annotated,-4.59019,seq_b1695
seq_b1696,annotated,-6.856025,seq_b1696
seq_b1697,annotated,-3.60793,seq_b1697
seq_b1698,annotated,-3.60793,seq_b1698
seq_b1698_24,alternative,-3.60793,b1698
seq_b1699,annotated,-3.656465,seq_b1699
seq_b1700,annotated,-3.60793,seq_b1700
seq_b1701,annotated,-0.359835,seq_b1701
seq_b1702,annotated,-2.68108,seq_b1702
seq_b1702_76,alternative,0,b1702
seq_b1703,annotated,-3.656465,seq_b1703
seq_b1704,annotated,-0.359835,seq_b1704
seq_b1705,annotated,0,seq_b1705
seq_b1706,annotated,-8.752725,seq_b1706
seq_b1707,annotated,-5.943625,seq_b1707
seq_b1708,annotated,-6.43178,seq_b1708
seq_b1709,annotated,-1.126985,seq_b1709
seq_b1710,annotated,-3.60793,seq_b1710
seq_b1711,annotated,-1.06957,seq_b1711
seq_b1711_109,alternative,-1.126985,b1711
seq_b1712,annotated,-7.04262,seq_b1712
seq_b1713,annotated,-4.707225,seq_b1713
seq_b1713_33,alternative,0,b1713
seq_b1714,annotated,-6.43178,seq_b1714
seq_b1715,annotated,-0.784380000000001,seq_b1715
seq_b1715_62,alternative,0,b1715
seq_b1716,annotated,-3.60793,seq_b1716
seq_b1717,annotated,-7.02862,seq_b1717
seq_b1717_24,alternative,0,b1717
seq_b1717_25,alternative,0,b1717
seq_b1718,annotated,-12.41241,seq_b1718
seq_b1718_.1,alternative,-1.85867,b1718
seq_b1718_.2,alternative,-1.85867,b1718
seq_b1718_2,alternative,-1.85867,b1718
seq_b1719,annotated,-2.68108,seq_b1719
seq_b1722,annotated,-1.06957,seq_b1722
seq_b1723,annotated,-9.679875,seq_b1723
seq_b1724,annotated,-3.724597,seq_b1724
seq_b1725,annotated,-3.60793,seq_b1725
seq_b1726,annotated,-3.60793,seq_b1726
seq_b1727,annotated,-3.60793,seq_b1727
seq_b1728,annotated,-3.75846,seq_b1728
seq_b1729,annotated,-3.60793,seq_b1729
seq_b1730,annotated,-3.60793,seq_b1730
seq_b1731,annotated,-3.75846,seq_b1731
seq_b1732,annotated,-3.60793,seq_b1732
seq_b1733,annotated,-3.60793,seq_b1733
seq_b1734,annotated,-3.60793,seq_b1734
seq_b1735,annotated,-4.59019,seq_b1735
seq_b1736,annotated,-6.43178,seq_b1736
seq_b1737,annotated,-1.85867,seq_b1737
seq_b1737_9,alternative,0,b1737
seq_b1738,annotated,-4.68222,seq_b1738
seq_b1738_3,alternative,-1.9320600000000001,b1738
seq_b1739,annotated,-5.50463,seq_b1739
seq_b1740,annotated,-11.429782,seq_b1740
seq_b1741,annotated,-3.60793,seq_b1741
seq_b1741_3,alternative,-7.076855,b1741
seq_b1742,annotated,-3.60793,seq_b1742
seq_b1743,annotated,-3.60823,seq_b1743
seq_b1744,annotated,-8.429842,seq_b1744
seq_b1745,annotated,-3.60793,seq_b1745
seq_b1746,annotated,-6.04734,seq_b1746
seq_b1746_23,alternative,-3.60793,b1746
seq_b1747,annotated,-3.60793,seq_b1747
seq_b1748,annotated,-3.60793,seq_b1748
seq_b1749,annotated,-0.806410000000001,seq_b1749
seq_b1750,annotated,-3.60823,seq_b1750
seq_b1751,annotated,-2.68108,seq_b1751
seq_b1752,annotated,-2.68108,seq_b1752
seq_b1752_22,alternative,-2.68108,b1752
seq_b1752_23,alternative,-2.68108,b1752
seq_b1752_24,alternative,-2.68108,b1752
seq_b1753,annotated,-7.530775,seq_b1753
seq_b1754,annotated,-3.60793,seq_b1754
seq_b1755,annotated,-2.70311,seq_b1755
seq_b1756,annotated,-2.68108,seq_b1756
seq_b1757,annotated,-2.729315,seq_b1757
seq_b1758,annotated,-4.59019,seq_b1758
seq_b1759,annotated,-0.272315000000003,seq_b1759
seq_b1759_26,alternative,-0.272315000000003,b1759
seq_b1760,annotated,-4.59019,seq_b1760
seq_b1761,annotated,-1.85867,seq_b1761
seq_b1762,annotated,-4.75546,seq_b1762
seq_b1762_9,alternative,0,b1762
seq_b1763,annotated,-0.806410000000001,seq_b1763
seq_b1763_5,alternative,-2.833755,b1763
seq_b1764,annotated,-3.60793,seq_b1764
seq_b1765,annotated,-4.59019,seq_b1765
seq_b1766,annotated,-3.60793,seq_b1766
seq_b1766_138,alternative,-2.914135,b1766
seq_b1767,annotated,0,seq_b1767
seq_b1767_63,alternative,-2.729315,b1767
seq_b1768,annotated,-3.60793,seq_b1768
seq_b1768_130,alternative,0,b1768
seq_b1769,annotated,-3.60793,seq_b1769
seq_b1769_3,alternative,-2.833755,b1769
seq_b1770,annotated,-3.724597,seq_b1770
seq_b1770_149,alternative,-1.99672,b1770
seq_b1771,annotated,-2.68108,seq_b1771
seq_b1771_6,alternative,-2.70311,b1771
seq_b1772,annotated,-3.095715,seq_b1772
seq_b1772_150,alternative,-6.08185,b1772
seq_b1773,annotated,-3.60793,seq_b1773
seq_b1774,annotated,-7.076855,seq_b1774
seq_b1775,annotated,-3.60823,seq_b1775
seq_b1776,annotated,-5.50463,seq_b1776
seq_b1776_96,alternative,-3.52041,b1776
seq_b1777,annotated,-3.60793,seq_b1777
seq_b1778,annotated,-1.883825,seq_b1778
seq_b1778_5,alternative,-1.9320600000000001,b1778
seq_b1779,annotated,-3.095715,seq_b1779
seq_b1780,annotated,-2.68108,seq_b1780
seq_b1780_11,alternative,0,b1780
seq_b1781,annotated,-9.679875,seq_b1781
seq_b1782,annotated,-4.707225,seq_b1782
seq_b1783,annotated,-2.68108,seq_b1783
seq_b1784,annotated,-7.15614,seq_b1784
seq_b1784_22,alternative,-7.15614,b1784
seq_b1785,annotated,-1.99672,seq_b1785
seq_b1786,annotated,-4.59019,seq_b1786
seq_b1787,annotated,-3.60793,seq_b1787
seq_b1788,annotated,-6.08185,seq_b1788
seq_b1789,annotated,-3.60823,seq_b1789
seq_b1789_32,alternative,0,b1789
seq_b1790,annotated,-1.06957,seq_b1790
seq_b1790_26,alternative,-1.06957,b1790
seq_b1791,annotated,-0.359835,seq_b1791
seq_b1792,annotated,-3.60793,seq_b1792
seq_b1793,annotated,-0.359835,seq_b1793
seq_b1794,annotated,-5.24147,seq_b1794
seq_b1795,annotated,-6.43178,seq_b1795
seq_b1796,annotated,-3.656465,seq_b1796
seq_b1797,annotated,-9.19172,seq_b1797
seq_b1797_.7,alternative,-1.85867,b1797
seq_b1798,annotated,-3.60793,seq_b1798
seq_b1799,annotated,-5.474525,seq_b1799
seq_b1800,annotated,-3.60823,seq_b1800
seq_b1801,annotated,0,seq_b1801
seq_b1802,annotated,-0.784380000000001,seq_b1802
seq_b1803,annotated,-5.24147,seq_b1803
seq_b1804,annotated,-0.359835,seq_b1804
seq_b1805,annotated,-3.60793,seq_b1805
seq_b1806,annotated,-4.59019,seq_b1806
seq_b1807,annotated,0,seq_b1807
seq_b1807_109,alternative,-0.359835,b1807
seq_b1808,annotated,-6.08185,seq_b1808
seq_b1808_2,alternative,-1.85867,b1808
seq_b1809,annotated,-5.50463,seq_b1809
seq_b1810,annotated,-2.68108,seq_b1810
seq_b1811,annotated,-4.59019,seq_b1811
seq_b1812,annotated,-2.68108,seq_b1812
seq_b1813,annotated,-5.24147,seq_b1813
seq_b1813_3,alternative,-0.832615000000001,b1813
seq_b1814,annotated,-4.59019,seq_b1814
seq_b1815,annotated,-1.85867,seq_b1815
seq_b1816,annotated,-3.60793,seq_b1816
seq_b1817,annotated,-6.856025,seq_b1817
seq_b1818,annotated,-3.60793,seq_b1818
seq_b1819,annotated,-2.70311,seq_b1819
seq_b1820,annotated,-10.386265,seq_b1820
seq_b1821,annotated,-2.68108,seq_b1821
seq_b1822,annotated,-3.60793,seq_b1822
seq_b1822_2,alternative,-1.9320600000000001,b1822
seq_b1823,annotated,-4.707225,seq_b1823
seq_b1824,annotated,-3.60793,seq_b1824
seq_b1825,annotated,-3.60793,seq_b1825
seq_b1826,annotated,-3.60793,seq_b1826
seq_b1827,annotated,-3.60793,seq_b1827
seq_b1828,annotated,0,seq_b1828
seq_b1829,annotated,-3.60793,seq_b1829
seq_b1830,annotated,-6.856025,seq_b1830
seq_b1831,annotated,-3.60823,seq_b1831
seq_b1831_149,alternative,-2.68108,b1831
seq_b1831_33,alternative,-2.70311,b1831
seq_b1832,annotated,-1.883825,seq_b1832
seq_b1833,annotated,-0.806410000000001,seq_b1833
seq_b1834,annotated,-2.729315,seq_b1834
seq_b1835,annotated,-5.13192,seq_b1835
seq_b1836,annotated,-5.24147,seq_b1836
seq_b1837,annotated,-4.730455,seq_b1837
seq_b1837_45,alternative,-2.914135,b1837
seq_b1838,annotated,-9.679875,seq_b1838
seq_b1839,annotated,-2.70311,seq_b1839
seq_b1839_123,alternative,-6.20621,b1839
seq_b1840,annotated,-0.272315000000003,seq_b1840
seq_b1841,annotated,-4.707225,seq_b1841
seq_b1842,annotated,-6.04734,seq_b1842
seq_b1843,annotated,-3.60823,seq_b1843
seq_b1843_11,alternative,-3.60823,b1843
seq_b1844,annotated,-5.24147,seq_b1844
seq_b1844_48,alternative,0,b1844
seq_b1845,annotated,0,seq_b1845
seq_b1846,annotated,-6.04734,seq_b1846
seq_b1846_3,alternative,-6.08185,b1846
seq_b1847,annotated,-5.24147,seq_b1847
seq_b1848,annotated,-3.60793,seq_b1848
seq_b1848_62,alternative,-4.68222,b1848
seq_b1848_63,alternative,-4.68222,b1848
seq_b1849,annotated,-4.730455,seq_b1849
seq_b1849_93,alternative,-1.9320600000000001,b1849
seq_b1850,annotated,-0.784380000000001,seq_b1850
seq_b1850_23,alternative,0,b1850
seq_b1851,annotated,-3.60793,seq_b1851
seq_b1852,annotated,-3.60793,seq_b1852
seq_b1853,annotated,-0.359835,seq_b1853
seq_b1854,annotated,-3.60793,seq_b1854
seq_b1855,annotated,-2.70311,seq_b1855
seq_b1856,annotated,-6.43178,seq_b1856
seq_b1856_8,alternative,-3.60793,b1856
seq_b1857,annotated,-0.806410000000001,seq_b1857
seq_b1858,annotated,0,seq_b1858
seq_b1859,annotated,-5.657605,seq_b1859
seq_b1859_10,alternative,-5.657605,b1859
seq_b1860,annotated,-3.60793,seq_b1860
seq_b1860_2,alternative,-3.60793,b1860
seq_b1861,annotated,-3.60793,seq_b1861
seq_b1862,annotated,-3.095715,seq_b1862
seq_b1863,annotated,-3.60793,seq_b1863
seq_b1864,annotated,-5.24147,seq_b1864
seq_b1865,annotated,-3.60793,seq_b1865
seq_b1866,annotated,-4.21907,seq_b1866
seq_b1866_9,alternative,-4.21907,b1866
seq_b1867,annotated,-4.59019,seq_b1867
seq_b1868,annotated,-0.359835,seq_b1868
seq_b1869,annotated,-4.638425,seq_b1869
seq_b1870,annotated,-1.06957,seq_b1870
seq_b1871,annotated,-5.50463,seq_b1871
seq_b1872,annotated,-9.679875,seq_b1872
seq_b1873,annotated,-7.530775,seq_b1873
seq_b1874,annotated,-4.59019,seq_b1874
seq_b1875,annotated,-0.359835,seq_b1875
seq_b1876,annotated,-0.784380000000001,seq_b1876
seq_b1877,annotated,-4.707225,seq_b1877
seq_b1877_136,alternative,-0.806410000000001,b1877
seq_b1877_141,alternative,-0.806410000000001,b1877
seq_b1878,annotated,-0.806410000000001,seq_b1878
seq_b1879,annotated,-0.359835,seq_b1879
seq_b1880,annotated,-2.68108,seq_b1880
seq_b1881,annotated,-5.50463,seq_b1881
seq_b1882,annotated,-4.59019,seq_b1882
seq_b1883,annotated,-2.68108,seq_b1883
seq_b1884,annotated,-1.883825,seq_b1884
seq_b1884_116,alternative,-1.06957,b1884
seq_b1885,annotated,-5.273165,seq_b1885
seq_b1885_2,alternative,-2.833755,b1885
seq_b1886,annotated,-3.60823,seq_b1886
seq_b1887,annotated,-0.784380000000001,seq_b1887
seq_b1887_23,alternative,0,b1887
seq_b1887_32,alternative,0,b1887
seq_b1888,annotated,-3.60793,seq_b1888
seq_b1888_21,alternative,-3.60793,b1888
seq_b1889,annotated,-6.43178,seq_b1889
seq_b1890,annotated,-7.02862,seq_b1890
seq_b1890_8,alternative,-1.99672,b1890
seq_b1891,annotated,-1.85867,seq_b1891
seq_b1892,annotated,-4.75546,seq_b1892
seq_b1892_4,alternative,-1.06957,b1892
seq_b1892_8,alternative,-0.918485,b1892
seq_b1893,annotated,-0.806410000000001,seq_b1893
seq_b1894,annotated,-3.60793,seq_b1894
seq_b1895,annotated,-3.60823,seq_b1895
seq_b1896,annotated,-4.59019,seq_b1896
seq_b1896_10,alternative,-4.59019,b1896
seq_b1897,annotated,-9.295435,seq_b1897
seq_b1900,annotated,-3.60793,seq_b1900
seq_b1900_139,alternative,-1.8807,b1900
seq_b1901,annotated,-5.24147,seq_b1901
seq_b1902,annotated,-2.70311,seq_b1902
seq_b1904,annotated,-1.06957,seq_b1904
seq_b1904_11,alternative,-1.883825,b1904
seq_b1905,annotated,-7.95547,seq_b1905
seq_b1906,annotated,-9.19172,seq_b1906
seq_b1907,annotated,-2.68108,seq_b1907
seq_b1908,annotated,-3.60823,seq_b1908
seq_b1908_41,alternative,-2.729315,b1908
seq_b1912,annotated,-0.655360000000002,seq_b1912
seq_b1912_52,alternative,0,b1912
seq_b1913,annotated,-3.60793,seq_b1913
seq_b1913_9,alternative,-3.60793,b1913
seq_b1914,annotated,-5.24147,seq_b1914
seq_b1915,annotated,-6.43178,seq_b1915
seq_b1916,annotated,-2.833755,seq_b1916
seq_b1917,annotated,-3.60793,seq_b1917
seq_b1918,annotated,-1.99672,seq_b1918
seq_b1919,annotated,-6.856025,seq_b1919
seq_b1920,annotated,-2.833755,seq_b1920
seq_b1921,annotated,-4.59019,seq_b1921
seq_b1921_143,alternative,-1.19807,b1921
seq_b1922,annotated,-1.85867,seq_b1922
seq_b1923,annotated,-2.68108,seq_b1923
seq_b1923_11,alternative,-2.68108,b1923
seq_b1924,annotated,-3.60823,seq_b1924
seq_b1925,annotated,-3.60793,seq_b1925
seq_b1926,annotated,-2.68108,seq_b1926
seq_b1927,annotated,-5.24147,seq_b1927
seq_b1928,annotated,-2.68108,seq_b1928
seq_b1928_150,alternative,-1.85867,b1928
seq_b1929,annotated,-3.60793,seq_b1929
seq_b1930,annotated,-3.60793,seq_b1930
seq_b1931,annotated,-6.856025,seq_b1931
seq_b1932,annotated,-3.095715,seq_b1932
seq_b1936,annotated,-3.60793,seq_b1936
seq_b1937,annotated,-3.60793,seq_b1937
seq_b1938,annotated,-3.60793,seq_b1938
seq_b1939,annotated,-7.02862,seq_b1939
seq_b1940,annotated,-5.50463,seq_b1940
seq_b1941,annotated,-4.59019,seq_b1941
seq_b1942,annotated,-3.60793,seq_b1942
seq_b1943,annotated,-6.43178,seq_b1943
seq_b1944,annotated,-3.60823,seq_b1944
seq_b1945,annotated,0,seq_b1945
seq_b1946,annotated,-6.43178,seq_b1946
seq_b1947,annotated,-0.359835,seq_b1947
seq_b1948,annotated,-3.60793,seq_b1948
seq_b1949,annotated,-3.60793,seq_b1949
seq_b1949_41,alternative,0,b1949
seq_b1950,annotated,-0.832615000000001,seq_b1950
seq_b1951,annotated,-4.68222,seq_b1951
seq_b1952,annotated,-9.679875,seq_b1952
seq_b1953,annotated,-6.43178,seq_b1953
seq_b1953_74,alternative,-3.60793,b1953
seq_b1955,annotated,-7.41374,seq_b1955
seq_b1956,annotated,-4.638425,seq_b1956
seq_b1957,annotated,-6.856025,seq_b1957
seq_b1958,annotated,-0.359835,seq_b1958
seq_b1958_21,alternative,-5.943625,b1958
seq_b1959,annotated,-7.04262,seq_b1959
seq_b1960,annotated,-3.60793,seq_b1960
seq_b1961,annotated,-0.806410000000001,seq_b1961
seq_b1961_115,alternative,0,b1961
seq_b1962,annotated,-3.60793,seq_b1962
seq_b1963,annotated,-1.126985,seq_b1963
seq_b1967,annotated,-4.707225,seq_b1967
seq_b1968,annotated,0,seq_b1968
seq_b1968_124,alternative,-0.806410000000001,b1968
seq_b1969,annotated,-0.806410000000001,seq_b1969
seq_b1970,annotated,-2.68108,seq_b1970
seq_b1971,annotated,-1.883825,seq_b1971
seq_b1971_47,alternative,0,b1971
seq_b1971_48,alternative,0,b1971
seq_b1972,annotated,-3.60793,seq_b1972
seq_b1973,annotated,-11.313415000000001,seq_b1973
seq_b1974,annotated,-3.60793,seq_b1974
seq_b1976,annotated,-0.359835,seq_b1976
seq_b1978,annotated,-3.656465,seq_b1978
seq_b1978_49,alternative,-9.56698,b1978
seq_b1981,annotated,-2.68108,seq_b1981
seq_b1982,annotated,-3.60793,seq_b1982
seq_b1983,annotated,-6.04734,seq_b1983
seq_b1985,annotated,0,seq_b1985
seq_b1985_48,alternative,-0.784380000000001,b1985
seq_b1985_49,alternative,-0.784380000000001,b1985
seq_b1987,annotated,-3.60793,seq_b1987
seq_b1987_132,alternative,-1.508565,b1987
seq_b1987_133,alternative,-1.508565,b1987
seq_b1988,annotated,-6.856025,seq_b1988
seq_b1988_146,alternative,-2.70311,b1988
seq_b1988_147,alternative,-2.70311,b1988
seq_b1990,annotated,-3.60823,seq_b1990
seq_b1990_11,alternative,-3.60823,b1990
seq_b1990_22,alternative,-3.120075,b1990
seq_b1990_23,alternative,-3.120075,b1990
seq_b1991,annotated,-0.359835,seq_b1991
seq_b1992,annotated,-5.24147,seq_b1992
seq_b1993,annotated,-4.59019,seq_b1993
seq_b1993_24,alternative,-4.59019,b1993
seq_b1994,annotated,0,seq_b1994
seq_b1996,annotated,-2.70311,seq_b1996
seq_b1997,annotated,-5.24147,seq_b1997
seq_b1999,annotated,0,seq_b1999
seq_b2000,annotated,-3.60823,seq_b2000
seq_b2001,annotated,-3.60793,seq_b2001
seq_b2002,annotated,-6.04734,seq_b2002
seq_b2003,annotated,-3.60793,seq_b2003
seq_b2004,annotated,-2.68108,seq_b2004
seq_b2005,annotated,-3.60823,seq_b2005
seq_b2006,annotated,-6.856025,seq_b2006
seq_b2007,annotated,-3.724597,seq_b2007
seq_b2008,annotated,-3.60793,seq_b2008
seq_b2009,annotated,-8.489565,seq_b2009
seq_b2010,annotated,-4.68222,seq_b2010
seq_b2011,annotated,-1.06957,seq_b2011
seq_b2012,annotated,-0.784380000000001,seq_b2012
seq_b2012_23,alternative,-1.9320600000000001,b2012
seq_b2013,annotated,-2.914135,seq_b2013
seq_b2013_24,alternative,-2.914135,b2013
seq_b2014,annotated,-3.60793,seq_b2014
seq_b2014_105,alternative,-1.8807,b2014
seq_b2015,annotated,-6.08185,seq_b2015
seq_b2015_2,alternative,-7.97855,b2015
seq_b2016,annotated,-3.60793,seq_b2016
seq_b2017,annotated,-6.04734,seq_b2017
seq_b2018,annotated,-0.359835,seq_b2018
seq_b2019,annotated,-7.530775,seq_b2019
seq_b2020,annotated,-5.24147,seq_b2020
seq_b2021,annotated,-3.60793,seq_b2021
seq_b2022,annotated,-3.60793,seq_b2022
seq_b2022_11,alternative,-3.60793,b2022
seq_b2023,annotated,-4.59019,seq_b2023
seq_b2024,annotated,-5.24147,seq_b2024
seq_b2025,annotated,-6.856025,seq_b2025
seq_b2026,annotated,-7.95547,seq_b2026
seq_b2026_7,alternative,-1.85867,b2026
seq_b2027,annotated,-1.85867,seq_b2027
seq_b2028,annotated,-0.359835,seq_b2028
seq_b2029,annotated,-4.59019,seq_b2029
seq_b2030,annotated,0,seq_b2030
seq_b2032,annotated,-0.359835,seq_b2032
seq_b2032_115,alternative,0,b2032
seq_b2033,annotated,-3.60793,seq_b2033
seq_b2033_73,alternative,-0.375775000000001,b2033
seq_b2034,annotated,0,seq_b2034
seq_b2034_52,alternative,0,b2034
seq_b2035,annotated,-1.06957,seq_b2035
seq_b2035_2,alternative,-1.883825,b2035
seq_b2035_25,alternative,-1.06957,b2035
seq_b2036,annotated,-5.50463,seq_b2036
seq_b2036_129,alternative,0,b2036
seq_b2037,annotated,0,seq_b2037
seq_b2037_62,alternative,0,b2037
seq_b2038,annotated,-2.68108,seq_b2038
seq_b2038_11,alternative,-2.68108,b2038
seq_b2039,annotated,-4.707225,seq_b2039
seq_b2040,annotated,-4.68222,seq_b2040
seq_b2041,annotated,-3.095715,seq_b2041
seq_b2041_104,alternative,-2.68108,b2041
seq_b2042,annotated,-7.076855,seq_b2042
seq_b2043,annotated,-6.04734,seq_b2043
seq_b2044,annotated,-6.856025,seq_b2044
seq_b2044_.5,alternative,-3.724597,b2044
seq_b2045,annotated,-6.43178,seq_b2045
seq_b2046,annotated,0,seq_b2046
seq_b2047,annotated,-3.60823,seq_b2047
seq_b2048,annotated,-1.85867,seq_b2048
seq_b2048_59,alternative,-1.508565,b2048
seq_b2049,annotated,-4.730455,seq_b2049
seq_b2050,annotated,-3.60793,seq_b2050
seq_b2051,annotated,-6.08185,seq_b2051
seq_b2052,annotated,-5.24147,seq_b2052
seq_b2053,annotated,-7.530775,seq_b2053
seq_b2054,annotated,-3.60823,seq_b2054
seq_b2055,annotated,-3.60793,seq_b2055
seq_b2056,annotated,-12.295375,seq_b2056
seq_b2057,annotated,-1.883825,seq_b2057
seq_b2058,annotated,-6.08185,seq_b2058
seq_b2058_29,alternative,-1.99672,b2058
seq_b2059,annotated,-3.60793,seq_b2059
seq_b2060,annotated,-0.784380000000001,seq_b2060
seq_b2061,annotated,-0.806410000000001,seq_b2061
seq_b2062,annotated,-1.883825,seq_b2062
seq_b2063,annotated,-0.784380000000001,seq_b2063
seq_b2064,annotated,-5.50463,seq_b2064
seq_b2065,annotated,-3.60793,seq_b2065
seq_b2066,annotated,-0.784380000000001,seq_b2066
seq_b2067,annotated,-1.06957,seq_b2067
seq_b2068,annotated,-3.60793,seq_b2068
seq_b2068_26,alternative,-3.60793,b2068
seq_b2069,annotated,-4.730455,seq_b2069
seq_b2070,annotated,0,seq_b2070
seq_b2070_48,alternative,0,b2070
seq_b2070_49,alternative,0,b2070
seq_b2071,annotated,-5.24147,seq_b2071
seq_b2071_106,alternative,-3.75846,b2071
seq_b2072,annotated,-2.70311,seq_b2072
seq_b2073,annotated,-2.68108,seq_b2073
seq_b2073_127,alternative,0,b2073
seq_b2074,annotated,-1.06957,seq_b2074
seq_b2075,annotated,-3.60793,seq_b2075
seq_b2076,annotated,-6.856025,seq_b2076
seq_b2077,annotated,0,seq_b2077
seq_b2078,annotated,-3.60793,seq_b2078
seq_b2079,annotated,-1.06957,seq_b2079
seq_b2079_68,alternative,-1.99672,b2079
seq_b2079_69,alternative,-1.99672,b2079
seq_b2079_93,alternative,-4.467295,b2079
seq_b2080,annotated,-4.59019,seq_b2080
seq_b2080_24,alternative,-4.59019,b2080
