locus_tag	gene	start_position	strand	peak_R1	peak_R2	peak_R3	peak_R4	peak_R5
b1350	recE	1417386	-1	9.328380000000001	17.5092	7.946969999999999	12.665	11.9133
b1351	racC	1417763	-1	184.62900000000002	301.459	159.681	226.46599999999998	294.853
b4526	ydaE	1418008	-1	-	-	-	-	-
b1352	kilR	1418229	-1	229.09099999999998	206.30900000000003	196.13099999999997	154.112	158.134
b1353	sieB	1418671	1	-	-	-	6.39521	-
b4527	ydaF	1419311	-1	152.041	147.578	111.36399999999999	163.517	105.51700000000001
b1355	ydaG	1419456	-1	13.8109	11.0058	18.331	17.9317	16.0262
b1356	racR	1420241	-1	113.152	132.67	100.238	84.8933	86.6547
b1357	ydaS	1420365	1	292.693	307.062	428.501	345.968	311.872
b1358	ydaT	1420684	1	716.2260000000001	793.1189999999999	752.313	775.827	666.433
b1359	ydaU	1421119	1	-	-	-	-	-
b1360	ydaV	1421983	1	13.084000000000001	23.1122	23.629	25.8316	26.2375
b1361	ydaW	1422701	1	-	-	-	-	-
b1362	rzpR	1423201	1	-	-	-	-	-
b4528	rzoR	1423400	1	-	-	-	-	-
b1363	trkG	1423782	1	-	-	-	-	-
b1365	ynaK	1425377	1	-	-	-	-	-
b1366	ydaY	1425630	1	-	-	-	-	-
b1368	tmpR	1426454	1	-	-	-	-	-
b4570	lomR	1427389	1	-	-	-	-	-
b4570	lomR	1428796	1	-	-	-	-	-
b1370	insH1	1428726	-1	-	-	-	-	-
b1372	stfR	1429049	1	-	-	-	-	-
b1373	tfaR	1432411	1	-	-	-	-	-
b1374	pinR	1433674	-1	-	-	-	-	-
b1375	ynaE	1434224	-1	-	-	-	-	-
b4638	ttcC	1435008	-1	-	6.00317	-	-	5.67298
b1376	uspF	1435619	-1	226.78900000000002	286.45099999999996	232.793	331.798	288.89599999999996
b1377	ompN	1436893	-1	32.5888	15.0079	10.8079	9.9063	12.1969
b1378	pfo	1440784	-1	31.4984	21.5114	31.576	15.7999	20.5645
b4529	ydbJ	1441058	1	77.5346	44.1233	26.4899	18.5586	30.7759
b1379	hslJ	1441743	-1	256.228	267.741	206.833	221.701	243.08700000000002
b1380	ldhA	1442843	-1	-	-	-	-	-
b1381	ydbH	1443051	1	-	-	-	-	-
b1382	ynbE	1445687	1	16.1127	16.5087	31.364	17.6809	13.6151
b1383	ydbL	1445880	1	23.3815	38.9206	20.874000000000002	41.2554	34.4633
b1384	feaR	1447283	-1	12.4782	10.2054	13.4569	13.1666	11.2041
b1385	feaB	1447519	1	487.014	412.218	349.349	365.154	429.728
b1386	tynA	1451349	-1	19.9894	16.3086	22.7813	13.1666	17.8699
b1387	paaZ	1453642	-1	277.307	282.649	331.548	334.93300000000005	326.764
b1388	paaA	1453927	1	31.7407	24.4129	30.0925	27.211	24.3938
b1389	paaB	1454868	1	441.341	382.702	573.877	274.116	308.043
b1390	paaC	1455164	1	247.62599999999998	201.907	459.653	239.88299999999998	226.77700000000002
b1391	paaD	1455925	1	-	-	-	-	-
b1392	paaE	1456430	1	51.3667	61.1323	39.5229	55.8013	55.1697
b1393	paaF	1457497	1	-	-	-	-	-
b1394	paaG	1458264	1	5.69395	11.7062	7.73505	11.9126	10.9205
b1395	paaH	1459054	1	12.7205	10.5055	20.5562	12.2888	13.6151
b1396	paaI	1460471	1	13.932	6.103219999999999	13.033	11.0349	9.218589999999999
b1397	paaJ	1460893	1	-	-	-	-	-
b1398	paaK	1462125	1	-	-	-	6.39521	-
b1399	paaX	1463539	1	781.6460000000001	383.80300000000005	229.403	151.98	344.917
b1400	paaY	1464471	1	9.93412	16.6088	7.52313	13.292	18.0117
b4674	ynbG	1465230	-1	6.4208300000000005	8.7046	-	7.147589999999999	5.67298
b4492	ydbA	1465392	1	47.7322	58.4309	39.205	52.1648	52.9005
b4492	ydbA	1469241	1	-	-	-	-	-
b4492	ydbA	1470517	1	-	-	-	-	-
b1402	insD1	1468826	-1	-	-	-	-	-
b1403	insC1	1469149	-1	-	-	-	-	-
b1404	insI1	1469358	1	-	-	-	-	-
b1406	ydbC	1474221	1	39.1307	42.1222	47.8937	59.9394	67.6503
b1407	ydbD	1475144	1	24.7142	16.2086	33.8011	22.8221	28.2231
b1408	ynbA	1477621	1	-	-	-	-	-
b1409	ynbB	1478226	1	-	-	-	-	-
b1410	ynbC	1479138	1	135.322	153.881	132.344	101.446	100.412
b1411	ynbD	1480909	1	-	-	-	-	-
b1412	azoR	1482860	-1	19.0202	28.415	14.3045	25.5808	34.747
b1413	hrpA	1483061	1	-	-	-	-	-
b1414	ydcF	1487235	1	73.4156	102.054	107.54899999999999	112.104	81.2654
b1415	aldA	1488232	1	67.6005	63.5336	77.5624	71.2251	81.2654
b4493	gapC	1490713	-1	27.3794	26.3139	26.0661	14.1698	19.9972
b4493	gapC	1489964	-1	-	-	-	-	-
b1418	cybB	1490902	1	41.5537	57.8305	28.2912	40.503	63.6792
b1419	ydcA	1491677	1	423.775	609.5219999999999	427.22900000000004	635.007	656.931
b4428	hokB	1492071	-1	-	-	-	-	-
b1420	mokB	1492129	-1	178.81400000000002	171.891	141.88	187.467	200.965
b1421	trg	1492470	1	22.4123	20.6109	19.2846	16.9285	16.5935
b1422	ydcI	1495071	-1	69.2966	90.0476	84.02600000000001	87.7774	98.4262
b1423	ydcJ	1495288	1	5.69395	10.0053	13.033	11.1603	9.78589
b1424	opgD	1496856	1	128.659	143.276	158.727	123.39	124.522
b1426	ydcH	1498651	1	98.6143	113.96	140.502	103.45200000000001	90.2003
b1427	rimL	1498938	1	511.971	364.99300000000005	430.408	368.665	448.874
b1428	ydcK	1500449	-1	15.3858	13.6072	12.0794	13.1666	11.9133
b1429	tehA	1500573	1	342.606	406.415	269.985	364.025	421.644
b1430	tehB	1501562	1	752.813	503.26599999999996	704.1010000000001	487.666	535.104
b1431	ydcL	1502457	1	93.5261	119.06299999999999	85.0856	80.2536	91.4768
b4578	insP	1503649	-1	-	-	-	-	-
b1432	insQ	1503717	1	161.127	167.188	209.058	144.582	160.403
b1433	ydcO	1506080	-1	-	-	-	-	-
b1434	ydcN	1506172	1	18.8991	18.91	24.3707	21.3174	20.99
b1435	ydcP	1506781	1	-	-	-	-	-
b1436	yncJ	1509064	-1	30.8927	32.6172	40.5825	45.3934	39.1435
b4532	hicA	1509286	1	-	-	-	-	-
b1438	hicB	1509508	1	-	-	-	-	-
b1439	ydcR	1510003	1	27.1371	28.6151	15.5761	19.311	21.9828
b1440	ydcS	1511654	1	440.736	306.16200000000003	278.038	205.148	210.467
b1441	ydcT	1512817	1	-	-	-	-	-
b1442	ydcU	1513831	1	9.328380000000001	11.0058	18.6489	27.4618	17.0189
b1443	ydcV	1514762	1	-	-	-	-	-
b1444	patD	1515578	1	15.7492	21.7115	16.7416	16.8031	17.0189
b4598	yncL	1517194	-1	5.8151	9.304910000000001	6.0397	8.77774	8.79312
b1445	ydcX	1517389	1	-	-	-	-	-
b1446	ydcY	1517648	1	192.50400000000002	129.969	179.813	120.631	137.85299999999998
b1447	ydcZ	1518331	-1	-	-	-	-	-
b1448	mnaT	1518846	-1	21.0797	27.2144	15.4701	26.584	22.4083
b1449	curA	1519027	1	78.7461	74.6394	74.3836	61.1934	55.5952
b1450	mcbR	1520262	1	-	8.00423	5.72182	9.15393	6.66575
b1451	yncD	1523065	-1	5.45165	8.00423	5.827780000000001	7.64917	9.502239999999999
b1452	yncE	1523307	1	278.39799999999997	270.143	321.587	305.967	346.05199999999996
b1453	ansP	1525980	-1	222.30599999999998	144.476	126.62200000000001	113.10700000000001	131.755
b1454	yncG	1526247	1	204.37599999999998	166.188	160.635	131.415	165.50900000000001
b1455	yncH	1526940	1	-	-	-	-	-
b1456	rhsE	1527902	1	-	-	-	-	-
b1457	ydcD	1529922	1	244.113	119.463	130.966	87.652	112.325
b1459	yncI	1530586	1	38.1616	24.3128	16.9535	11.1603	19.0045
b1459	yncI	1531325	1	-	-	-	-	-
b1460	ydcC	1531816	1	-	-	-	-	-
b1461	pptA	1533052	1	120.179	101.053	104.9	104.831	98.9935
b1462	yddH	1533851	-1	8.84379	13.8073	16.7416	19.6872	12.905999999999999
b1463	nhoA	1534024	1	49.3072	75.5399	78.1982	72.9806	60.7009
b1464	yddE	1535858	-1	-	-	-	-	-
b1465	narV	1536617	-1	11.9936	8.30439	13.7747	12.9158	14.4661
b1466	narW	1537309	-1	-	-	-	9.02853	9.07676
b1467	narY	1538853	-1	6.4208300000000005	10.8057	12.8211	10.1571	10.495
b1468	narZ	1542590	-1	104.914	89.4472	89.21799999999999	77.4949	95.0224
b1469	narU	1544060	-1	6.4208300000000005	12.0063	-	11.2857	10.9205
b1471	yddK	1545714	-1	-	-	-	-	-
b1471	yddK	1544764	-1	-	-	-	-	-
b1472	yddL	1546028	-1	8.3592	20.1106	9.00657	24.9539	24.3938
b1473	yddG	1547169	-1	81.6536	127.167	89.6418	126.525	106.936
b1474	fdnG	1547401	1	26.4102	31.8168	19.9204	27.5872	32.6196
b1475	fdnH	1550461	1	-	5.20275	-	-	-
b1476	fdnI	1551338	1	-	-	-	-	-
b1477	yddM	1552682	-1	94.1319	89.2471	101.721	83.1377	70.3449
b1478	adhP	1553838	-1	91.2243	102.954	94.9398	105.333	112.609
b1479	maeA	1555669	-1	290.149	235.825	292.872	176.558	170.898
b1480	sra	1555963	-1	1781.72	1482.18	1730.64	1474.91	1583.75
b1481	bdm	1556280	-1	240.47799999999998	205.208	202.91299999999998	152.231	174.019
b1482	osmC	1556625	1	12.1148	18.3097	12.5032	21.191999999999997	16.8771
b1483	ddpF	1558038	-1	-	-	-	-	-
b1484	ddpD	1559017	-1	80.6844	98.9523	119.734	97.8091	77.0107
b1485	ddpC	1559910	-1	6.663130000000001	-	9.53636	7.52378	7.23305
b1486	ddpB	1560929	-1	42.4017	28.415	26.4899	29.4681	27.3721
b1487	ddpA	1562481	-1	59.3624	98.45200000000001	115.814	150.601	131.89700000000002
b1488	ddpX	1563076	-1	41.9171	49.4261	36.9799	41.757	39.2854
b1489	dosP	1565733	-1	45.6727	36.7194	28.715	36.9919	27.2303
b1490	dosC	1567140	-1	80.0787	106.056	68.8737	95.0504	93.0368
b1491	yddW	1568823	-1	-	-	-	-	-
b1492	gadC	1570489	-1	175.785	217.815	146.86	188.09400000000002	231.59900000000002
b1493	gadB	1572045	-1	708.836	628.632	991.3580000000001	552.997	615.234
b1494	pqqL	1575202	-1	-	-	-	5.893619999999999	6.80757
b1495	yddB	1577619	-1	476.717	495.76199999999994	611.069	395.876	361.51
b1496	yddA	1579342	-1	-	-	-	-	-
b1497	ydeM	1580790	-1	-	-	-	-	-
b1498	ydeN	1582524	-1	67.6005	92.9491	42.2779	63.0743	90.3422
b1499	ydeO	1583687	-1	38.525	34.9184	28.1853	21.5682	30.4923
b1500	safA	1583959	-1	-	-	-	-	-
b1501	ydeP	1586486	-1	50.2763	78.1413	53.1917	69.5949	71.6213
b1502	ydeQ	1587734	-1	-	-	-	-	-
b1503	ydeR	1588296	-1	-	-	-	-	-
b1504	ydeS	1588839	-1	9.086089999999999	13.0069	8.68869	10.1571	10.3532
b1505	ydeT	1590079	-1	-	-	-	-	-
b1506	yneL	1590536	-1	7.0265699999999995	7.804119999999999	9.21848	9.53012	8.79312
b1506	yneL	1590426	-1	-	-	-	-	-
b1507	hipA	1592176	-1	-	-	-	-	-
b1508	hipB	1592442	-1	81.8959	129.869	101.509	144.33100000000002	137.57
b4696	yneO	1597987	-1	-	-	-	-	-
b4696	yneO	1594125	-1	-	-	-	-	-
b1511	lsrK	1600209	-1	14.2954	18.1096	11.0198	15.6745	14.0406
b1512	lsrR	1601241	-1	70.3869	30.8163	16.9535	15.2983	22.2664
b1513	lsrA	1601490	1	-	-	-	-	-
b1514	lsrC	1603019	1	13.084000000000001	19.3102	20.98	22.0697	26.2375
b1515	lsrD	1604047	1	52.2147	45.2239	47.6818	42.0077	44.6747
b1516	lsrB	1605051	1	111.698	109.458	73.6419	76.2409	78.7126
b1517	lsrF	1606100	1	87.3476	62.6331	96.5292	63.3251	63.2537
b1518	lsrG	1606999	1	1841.2	1213.24	1909.6	985.74	1033.19
b1519	tam	1607346	1	181.479	135.371	205.87900000000002	120.13	139.697
b1520	yneE	1609022	-1	6.78428	7.10375	5.40394	8.15076	8.79312
b1521	uxaB	1610680	-1	44.0978	53.9285	36.0263	43.2617	39.1435
b1522	yneF	1611854	-1	-	-	-	-	-
b1523	yneG	1612325	-1	21.6855	22.5119	17.1655	15.4237	16.3098
b1524	glsB	1613251	-1	17.4453	16.6088	15.0463	17.9317	24.8193
b1525	sad	1614703	-1	291.482	313.666	490.699	341.579	281.805
b1526	yneJ	1614804	1	45.4304	74.0391	65.6949	88.4044	80.9818
b1527	yneK	1615763	1	-	-	-	-	-
b1528	ydeA	1617028	1	-	-	-	-	-
b1529	marC	1618908	-1	7.26887	10.5055	-	7.899960000000001	6.09845
b1530	marR	1619120	1	124.419	127.76700000000001	87.9465	110.976	119.98299999999999
b1531	marA	1619574	1	82.744	87.9464	93.2444	93.5456	83.9601
b1532	marB	1619989	1	-	-	-	-	-
b1533	eamA	1621137	-1	92.7992	67.0354	89.7478	60.6918	54.4606
b1534	ydeE	1621332	1	55.2434	61.7326	67.7082	50.9109	46.8021
b4599	yneM	1622646	1	588.536	1003.83	775.2	1111.51	1171.33
b1535	dgcZ	1623850	-1	95.101	73.7389	77.5624	90.6615	82.5418
b1536	ydeI	1624497	-1	88.5591	79.2418	114.75399999999999	70.2219	84.9528
b1537	ydeJ	1624773	1	168.274	191.301	219.442	169.912	165.36700000000002
b1538	dcp	1627380	-1	195.775	203.708	303.892	261.953	237.69799999999998
b1539	ydfG	1627517	1	52.9416	42.4224	51.6023	55.9267	51.4823
b1540	rspR	1628352	1	8.964939999999999	10.4055	7.946969999999999	6.26981	7.658519999999999
b1541	ydfZ	1629215	1	38.8884	49.1259	34.2249	31.4745	33.1869
b1542	ydfI	1630913	-1	71.8407	171.791	74.5956	185.21	235.99599999999998
b4600	ydfJ	1652838	-1	22.6546	42.7226	20.98	39.876	43.3983
b4600	ydfJ	1632285	-1	-	-	-	-	-
b1544	ydfK	1633072	1	-	-	-	-	-
b1545	pinQ	1633622	1	-	-	-	-	-
b1546	tfaQ	1634885	-1	-	-	-	-	-
b1547	stfQ	1635847	-1	-	-	-	-	-
b1548	nohQ	1636367	-1	-	-	-	-	-
b4533	ynfO	1636756	1	-	-	-	-	-
b1549	ydfO	1637047	1	180.268	229.62099999999998	271.574	261.075	248.476
b1550	gnsB	1637782	-1	175.18	148.879	138.701	113.35799999999999	107.50299999999999
b1551	ynfN	1638109	-1	-	-	-	-	-
b1552	cspI	1638667	-1	30.287	66.1349	36.9799	77.7457	65.8065
b1553	rzpQ	1639527	-1	90.8609	167.388	155.231	225.08599999999998	195.00900000000001
b4689	rzoQ	1639334	-1	17.8087	29.1154	26.278000000000002	37.3681	29.925
b1554	rrrQ	1640057	-1	-	-	-	-	-
b1555	ydfR	1640365	-1	14.78	11.8062	20.3442	10.7841	10.2114
b1556	essQ	1640585	-1	13.084000000000001	10.4055	13.8807	21.0666	17.0189
b1557	cspB	1641554	-1	226.78900000000002	382.402	344.157	389.355	439.088
b1558	cspF	1641855	1	-	-	5.827780000000001	-	-
b1559	quuQ	1643241	-1	84.9246	92.0486	115.814	129.033	115.87100000000001
b1560	ydfU	1644304	-1	-	-	-	-	-
b1561	rem	1644902	-1	-	8.40444	-	10.5333	10.9205
b1562	hokD	1645274	-1	587.567	942.498	765.452	929.813	753.655
b1563	relE	1645633	-1	19.8682	14.5077	15.2582	15.5491	14.3243
b1564	relB	1645872	-1	362.717	385.20300000000003	698.592	494.939	453.129
b1565	ydfV	1645897	1	-	-	-	-	-
b1566	flxA	1646405	1	44.3401	38.4203	42.5958	26.584	32.6196
b1567	intK	1647356	-1	-	-	-	-	-
b1568	ydfX	1647636	-1	-	-	-	-	-
b1569	dicC	1647850	-1	33.4368	62.7331	33.2713	81.7584	56.8716
b1570	dicA	1647934	1	21.0797	40.3213	16.1059	40.7538	41.4127
b1571	ydfA	1648508	1	15.6281	14.4076	17.1655	15.6745	16.8771
b1572	ydfB	1648665	1	35.0117	41.1217	52.7679	45.0173	56.4461
b1573	ydfC	1648823	1	22.7758	29.4155	28.1853	25.7062	19.1463
b1575	dicB	1649609	1	327.82599999999996	342.781	272.422	255.683	289.889
b1576	ydfD	1649794	1	24.9565	47.7252	30.5164	58.1839	55.5952
b1577	ydfE	1650078	1	62.5123	61.0322	20.6621	22.4459	48.2203
b1578	insD1	1650845	1	-	-	-	-	-
b1579	intQ	1651551	1	-	-	-	-	-
b1580	rspB	1653915	-1	473.082	374.298	466.54	271.98400000000004	337.968
b1581	rspA	1655141	-1	89.2859	96.1508	125.56200000000001	129.409	109.06299999999999
b1582	ynfA	1655673	-1	216.855	238.02599999999998	150.463	209.412	215.99900000000002
b1583	ynfB	1655808	1	6.541980000000001	7.50396	-	6.26981	5.9566300000000005
b1584	speG	1656184	1	21.6855	23.2123	9.11252	20.9412	19.8554
b1585	ynfC	1657457	-1	-	-	-	-	-
b1586	ynfD	1657565	1	353.025	336.278	333.985	273.48900000000003	264.361
b1587	ynfE	1658069	1	613.371	437.931	486.249	315.622	400.654
b1588	ynfF	1660556	1	-	-	-	-	-
b1589	ynfG	1662990	1	333.399	161.285	223.363	91.0377	111.47399999999999
b1590	ynfH	1663609	1	1253.15	904.278	1392.84	761.155	771.95
b1591	dmsD	1664506	1	74.2636	97.3514	61.2446	92.1662	92.0441
b1592	clcB	1665315	1	13.8109	13.0069	13.7747	14.4206	15.7425
b1593	ynfK	1667219	-1	75.7174	61.1323	74.7015	56.1775	80.9818
b1594	mlc	1668564	-1	16.355	15.107999999999999	18.331	17.5555	23.8265
b1595	ynfL	1669592	-1	5.5728	12.3065	-	9.40472	8.08399
b1596	ynfM	1669699	1	41.1903	63.8337	37.4037	60.3156	62.4028
b1597	asr	1671376	1	197.35	175.092	126.198	157.623	182.386
b4601	ydgU	1671777	1	-	-	-	-	-
b1598	ydgD	1671960	1	43.6132	29.0153	31.47	21.3174	25.5284
b1599	mdtI	1673149	-1	167.91099999999997	113.86	179.919	117.49600000000001	108.212
b1600	mdtJ	1673501	-1	969.183	816.6310000000001	1192.36	927.807	954.053
b1601	tqsA	1673913	1	25.1987	29.0153	37.4037	47.776	45.9511
b1602	pntB	1676360	-1	185.59799999999998	149.579	173.456	102.825	99.9862
b1603	pntA	1677903	-1	117.635	101.454	82.0127	74.8616	100.12799999999999
b1604	ydgH	1678427	1	10.661	14.3076	11.0198	13.292	9.502239999999999
b1605	ydgI	1679557	1	462.542	384.30300000000005	467.494	354.37	420.509
b1606	folM	1680976	1	5.45165	-	7.73505	-	-
b1607	ydgC	1682030	-1	187.173	191.801	235.65400000000002	251.545	264.077
b1608	rstA	1682159	1	9.81297	15.8083	6.88737	17.9317	14.3243
b1609	rstB	1682882	1	-	7.403910000000001	8.26485	7.39838	8.36764
b1610	tus	1684259	1	71.7195	79.2418	61.8804	68.34100000000001	66.7993
b1611	fumC	1686588	-1	30.4081	22.2117	23.2052	20.565	21.6991
b1612	fumA	1688377	-1	134.838	196.40400000000002	114.96600000000001	179.06599999999997	154.305
b1613	manA	1688576	1	42.1594	51.4272	40.3706	38.622	42.1219
b1614	ydgA	1689852	1	108.67	78.9417	103.311	67.5886	64.3883
b1615	uidC	1692851	-1	43.4921	49.6262	110.304	68.2156	60.8427
b1616	uidB	1694263	-1	24.8353	32.3171	34.6488	32.603	29.074
b1617	uidA	1696071	-1	128.053	156.983	95.6815	122.88799999999999	131.755
b1618	uidR	1697052	-1	5.20936	5.6029599999999995	-	10.5333	5.38933
b1619	hdhA	1698040	-1	134.111	155.582	135.734	138.814	164.375
b1620	malI	1699180	-1	9.086089999999999	11.2059	-	6.52061	10.6368
b1621	malX	1699355	1	17.6876	12.6067	6.25162	15.2983	17.4444
b1622	malY	1700957	1	10.4187	7.604019999999999	8.90061	6.26981	-
b1623	add	1702233	1	-	-	5.29798	-	-
b1624	ydgJ	1704308	-1	55.3646	59.6315	61.0327	62.6981	59.5663
b4409	blr	1704551	1	392.88199999999995	492.86	345.32199999999995	411.801	486.458
b1625	cnu	1704949	1	23.2604	15.3081	11.0198	12.665	10.3532
b1626	ydgK	1705250	1	-	-	-	-	-
b1627	rsxA	1705767	1	9.69183	10.2054	9.11252	9.655510000000001	5.9566300000000005
b1628	rsxB	1706348	1	168.638	140.974	179.178	140.945	164.233
b1629	rsxC	1706919	1	-	-	-	-	-
b1630	rsxD	1709142	1	201.832	195.203	170.065	147.09	178.273
b1631	rsxG	1710204	1	-	5.50291	-	-	-
b1632	rsxE	1710828	1	43.1286	45.7241	65.483	44.3903	43.2565
b1633	nth	1711523	1	43.6132	63.0333	81.4829	69.4695	67.9339
b1634	dtpA	1712769	1	1021.52	1000.63	792.684	811.188	893.4939999999999
b1635	gstA	1714377	1	626.2130000000001	511.47	583.202	431.61400000000003	422.63699999999994
b1636	pdxY	1715889	-1	-	-	-	-	-
b1637	tyrS	1717222	-1	375.43699999999995	329.17400000000004	352.95099999999996	336.43800000000005	307.475
b1638	pdxH	1718007	-1	14.6589	19.2101	9.4304	18.9348	13.0478
b1639	mliC	1718395	-1	9.81297	17.4092	12.3973	16.4269	15.0334
b1640	anmK	1719602	-1	76.5654	62.6331	49.1653	49.6569	62.1191
b1641	slyB	1719876	1	217.581	115.461	151.734	124.51799999999999	125.79799999999999
b1642	slyA	1720824	-1	971.8480000000001	564.0980000000001	789.929	491.67900000000003	584.033
b1643	ydhI	1721025	1	167.79	192.30200000000002	168.158	139.942	147.214
b1644	ydhJ	1721264	1	-	-	-	-	-
b1645	ydhK	1722121	1	6.29969	-	-	-	-
b1646	sodC	1724655	-1	173.726	199.505	190.092	227.59400000000002	246.065
b1647	ydhF	1725632	-1	19.5048	18.0095	26.0661	21.8189	20.5645
b1648	ydhL	1725920	-1	60.6951	54.82899999999999	72.1585	69.0933	77.2943
b1649	nemR	1726023	1	-	-	-	-	-
b1650	nemA	1726659	1	6.90543	7.804119999999999	8.79465	8.15076	8.36764
b1651	gloA	1727837	1	318.982	338.579	275.07099999999997	236.87400000000002	338.10900000000004
b1652	rnt	1728347	1	718.6489999999999	689.9639999999999	561.692	610.68	628.85
b1653	lhr	1729087	1	8.6015	17.9095	10.595999999999998	16.9285	14.8916
b1654	grxD	1734101	-1	323.586	396.81	306.85900000000004	359.009	421.50199999999995
b1655	mepH	1734435	1	38.6462	53.7284	41.7481	63.0743	57.0134
b1656	sodB	1735378	1	929.567	1251.46	776.8960000000001	1151.89	1205.22
b1657	ydhP	1737290	-1	76.6866	91.8485	100.556	81.7584	91.0513
b4602	ynhF	1737545	-1	158.704	246.73	167.946	183.079	204.794
b1658	purR	1737844	1	55.9703	54.7289	60.6089	56.1775	56.1625
b1659	ydhB	1739798	-1	96.3125	91.1481	62.1983	65.0807	102.539
b1660	ydhC	1739911	1	186.81	125.666	64.9532	47.148999999999994	83.9601
b1661	cfa	1741413	1	92.4358	44.7236	33.2713	19.0602	26.9466
b1662	ribC	1743242	-1	282.032	162.686	199.628	123.39	164.8
b1663	mdtK	1743457	1	185.114	171.69099999999997	163.39	149.096	136.719
b1664	ydhQ	1746127	-1	-	6.20328	-	6.646	7.94217
b1667	ydhR	1746700	1	42.7652	79.542	35.6024	66.5854	57.8644
b1668	ydhS	1747131	1	57.3029	80.3424	74.4896	93.044	83.2509
b1669	ydhT	1749559	-1	-	-	-	-	-
b1670	ydhU	1750348	-1	16.5973	25.8136	19.6025	24.0761	25.2447
b1671	ydhX	1751013	-1	-	-	-	-	-
b1672	ydhW	1751724	-1	-	-	-	-	-
b1673	ydhV	1753830	-1	174.574	188.7	155.549	136.80700000000002	152.319
b1674	ydhY	1754477	-1	259.62	251.533	274.117	195.493	164.375
b1675	ydhZ	1755141	-1	192.50400000000002	166.28799999999998	184.264	154.237	158.985
b1676	pykF	1755698	1	16.1127	24.2128	7.311210000000001	18.1825	18.2954
b1677	lpp	1757421	1	1949.15	4643.05	3021.54	4676.9	4669.43
b1678	ldtE	1758725	-1	5.20936	6.503430000000001	-	5.893619999999999	6.09845
b1679	sufE	1759290	-1	357.99199999999996	285.251	387.918	255.43200000000002	251.455
b1680	sufS	1760523	-1	55.4857	62.533	70.2512	70.4727	65.6647
b1681	sufD	1761791	-1	-	-	6.1456599999999995	-	9.927710000000001
b1682	sufC	1762512	-1	41.3114	66.7352	43.4434	55.8013	55.8788
b1683	sufB	1764009	-1	-	-	-	-	-
b1684	sufA	1764386	-1	974.513	680.2589999999999	908.074	682.2810000000001	618.2130000000001
b1685	ydiH	1765122	-1	15.1435	36.3192	14.4105	31.3491	29.7831
b1686	menI	1765632	-1	1567.17	977.5160000000001	1613.13	756.5160000000001	788.9689999999999
b1687	ydiJ	1768685	-1	7.51116	5.20275	10.49	12.9158	6.9494
b1688	ydiK	1769074	1	65.2987	100.25299999999999	134.569	91.0377	85.3783
b1689	ydiL	1770615	1	-	-	-	5.893619999999999	-
b1690	ydiM	1771071	1	-	-	-	-	-
b1691	ydiN	1772512	1	2295.99	1983.05	3281.46	1862.39	1897.19
b1692	ydiB	1773789	1	563.095	516.4730000000001	494.09	377.31699999999995	382.501
b1693	aroD	1774686	1	38.2827	54.1286	39.9468	42.0077	45.6675
b1694	ydiF	1775587	1	5.3305	9.304910000000001	-	6.52061	5.38933
b1695	ydiO	1777196	1	151.071	183.497	162.542	177.31	195.718
b1696	ydiP	1779301	-1	70.8715	65.6347	49.801	47.2744	68.9267
b1697	ydiQ	1779617	1	6.78428	10.5055	7.946969999999999	10.7841	7.23305
b1698	ydiR	1780401	1	46.5208	31.5166	44.2911	41.6316	34.8888
b1699	ydiS	1781395	1	8.964939999999999	18.6098	13.4569	23.1983	24.5356
b1700	ydiT	1782681	1	-	-	-	-	-
b1701	fadK	1783031	1	30.0447	23.5124	14.9403	15.6745	16.4516
b1702	ppsA	1787112	-1	57.1818	94.5499	51.2844	96.1789	79.138
b1703	ppsR	1787445	1	156.281	157.38299999999998	194.96599999999998	155.61700000000002	169.338
b1704	aroH	1788435	1	80.1999	91.1481	80.1055	103.45200000000001	106.652
b1705	ydiE	1789613	1	33.4368	60.0317	30.9402	21.6936	43.2565
b1706	ydiU	1791244	-1	7.0265699999999995	12.8068	5.08606	11.6619	8.79312
b1707	ydiV	1792020	-1	348.3	267.941	401.163	247.532	235.429
b1708	nlpC	1792731	-1	112.546	130.769	96.8471	68.5917	70.3449
b1709	btuD	1793558	-1	114.242	109.35799999999999	143.575	78.2473	92.4695
b1710	btuE	1794109	-1	122.359	139.274	139.86700000000002	134.299	127.35799999999999
b1711	btuC	1795152	-1	-	-	-	-	-
b1712	ihfA	1795552	-1	10.2976	12.2064	11.7615	17.9317	15.4589
b1713	pheT	1797944	-1	108.54799999999999	173.892	125.774	177.31	195.15
b1714	pheS	1798942	-1	138.351	205.50900000000001	121.324	173.548	166.92700000000002
b1715	pheM	1799270	-1	-	-	-	-	-
b1716	rplT	1799749	-1	90.6186	151.28	82.1187	149.096	168.62900000000002
b1717	rpmI	1799999	-1	140.531	147.578	91.1252	90.0345	97.1497
b1718	infC	1800638	-1	62.9969	51.4272	45.7745	44.3903	40.42
b1719	thrS	1802570	-1	-	-	-	-	-
b4494	arpB	1803094	1	67.237	42.6225	18.8608	22.3205	33.1869
b4494	arpB	1803518	1	-	-	-	-	-
b4535	yniD	1805165	1	-	-	-	-	-
b1722	ydiY	1806083	-1	96.4337	121.664	210.86	175.93099999999998	133.882
b1723	pfkB	1806370	1	506.398	433.42900000000003	463.149	355.37300000000005	367.751
b1724	ydiZ	1807400	1	222.30599999999998	185.398	227.071	214.428	206.638
